cell_id,start_date,end_date,ndvi_mean,ndbi_mean,ndwi_mean,ndvi_std,ndbi_std,ndwi_std,valid_pixel_count,valid_pixel_fraction
cell_00_15,2024-03-01,2024-03-31,0.10370255263474937,0.042874025540602885,-0.1690925289399587,0.04529215150362068,0.02934456905417096,0.0445568607138021,625,1.0
cell_00_16,2024-03-01,2024-03-31,0.08706685903581003,0.031793001281064555,-0.15045497240101452,0.03376902743623046,0.025641757019682535,0.031205843939403073,650,1.0
cell_00_17,2024-03-01,2024-03-31,0.11855296002049123,0.03786974069741294,-0.18501995003763153,0.06739629144260287,0.03671659920515678,0.05867519300762387,625,1.0
cell_00_18,2024-03-01,2024-03-31,0.2024706538025694,0.02287475515251488,-0.2646808056978693,0.13066124800888193,0.07349477423873925,0.11075642101334678,647,1.0
cell_00_19,2024-03-01,2024-03-31,0.42174651615496034,-0.11306081480086505,-0.4338570346281602,0.17856306241576553,0.13710126765397185,0.13991096518904622,628,1.0
cell_01_00,2024-03-01,2024-03-31,0.13935053610310047,0.035471869768863025,-0.19569746022763912,0.1296758155646646,0.05113077696137359,0.11397004311443278,646,1.0
cell_01_01,2024-03-01,2024-03-31,0.28990422903166696,0.019501540316447994,-0.32134279613203626,0.17711844516298475,0.09732795742099061,0.14687814842591215,629,1.0
cell_01_02,2024-03-01,2024-03-31,0.39672000568694454,-0.031053153499677747,-0.43334724980058187,0.18498906156510778,0.10241384857948996,0.1391220124776866,643,1.0
cell_01_03,2024-03-01,2024-03-31,0.492236494040422,-0.06589743508590053,-0.4940409900083109,0.13684016710199579,0.0919794592230589,0.08389960792644462,632,1.0
cell_01_04,2024-03-01,2024-03-31,0.48897774114784137,-0.09800054775509423,-0.4772712213931432,0.18281805853525984,0.09083062107070752,0.1300907379846811,640,1.0
cell_01_05,2024-03-01,2024-03-31,0.4495221804939532,-0.04645083321491986,-0.45395728303626365,0.17384597272070942,0.0763146570682762,0.12022206785024647,635,1.0
cell_01_06,2024-03-01,2024-03-31,0.26199228683534104,0.015368422703151247,-0.3126156077210953,0.22888116543547804,0.10756807466090035,0.1773307659575474,638,1.0
cell_01_07,2024-03-01,2024-03-31,0.23258291836510314,0.010635889334181902,-0.2971853769353331,0.17229328050039497,0.08859975824730806,0.12905487431853133,637,1.0
cell_01_08,2024-03-01,2024-03-31,0.29786737950122166,0.016863962734642295,-0.3522217198385812,0.14334056674822232,0.08471406949455117,0.11622939118249542,635,1.0
cell_01_09,2024-03-01,2024-03-31,0.22495339166407685,0.007270835465027477,-0.27902594451596857,0.13504336306331488,0.06472140543543611,0.1102527515724161,640,1.0
cell_01_10,2024-03-01,2024-03-31,0.3751468701668735,-0.0366404296873987,-0.3973737144819957,0.19665836259115282,0.09056879957171203,0.15876556920583754,632,1.0
cell_01_11,2024-03-01,2024-03-31,0.2883269416571485,0.06696855351083222,-0.3721889103429612,0.1659446794283157,0.07830656874811501,0.13192069919848895,643,1.0
cell_01_12,2024-03-01,2024-03-31,0.31059101225352065,-0.0017003129103300568,-0.35119103102601334,0.17886044398940304,0.08374005078310691,0.155816684235681,630,1.0
cell_01_13,2024-03-01,2024-03-31,0.14667399452142596,0.034078147538405316,-0.20076284499355487,0.10444773059342945,0.04726912849431174,0.08523278765666678,644,1.0
cell_01_14,2024-03-01,2024-03-31,0.09691406053447034,0.04319211679095608,-0.16111799106453126,0.047106919064625136,0.03109397227274723,0.040303671171431285,628,1.0
cell_01_15,2024-03-01,2024-03-31,0.11579510244529014,0.03822791748972718,-0.17529474592993513,0.06812017453201517,0.037471448416668156,0.05994540771431122,647,1.0
cell_01_16,2024-03-01,2024-03-31,0.1365314626771316,0.02035902222156132,-0.20274869399730674,0.08687188011631926,0.04676450252980996,0.07693280103395644,625,1.0
cell_01_17,2024-03-01,2024-03-31,0.12834323115032747,0.028777854119697677,-0.19294358389460575,0.09063633812941145,0.05358686551513231,0.07591995788090465,648,1.0
cell_01_18,2024-03-01,2024-03-31,0.2610850162623967,-0.017362039350008684,-0.3103042905271661,0.1407220237042503,0.08062875747677575,0.11282458153965527,625,1.0
cell_01_19,2024-03-01,2024-03-31,0.31205054481005684,-0.0804081028915555,-0.32313087477853175,0.18727079917935618,0.10195693180922973,0.1752647842469533,647,1.0
cell_02_00,2024-03-01,2024-03-31,0.2948068704099587,-0.00967764873651291,-0.34203261976886457,0.16711153469254159,0.07790720284207162,0.13245655660899286,625,1.0
cell_02_01,2024-03-01,2024-03-31,0.41014694736393686,-0.0429520098502,-0.4283141522136485,0.18241775453387535,0.10892371670052467,0.1357844036104619,647,1.0
cell_02_02,2024-03-01,2024-03-31,0.42629192221501894,-0.04046513174819398,-0.4509591193915075,0.16561342994929545,0.10874147407573784,0.11512761027844592,627,1.0
cell_02_03,2024-03-01,2024-03-31,0.25357074000767826,0.0008416564500790027,-0.2892760804962363,0.20920273724596622,0.09106508826219933,0.17088224864011048,645,1.0
cell_02_04,2024-03-01,2024-03-31,0.28854259980249336,0.012952801435675478,-0.3202510751665939,0.17957928976562934,0.0829058810787782,0.14788130213027878,629,1.0
cell_02_05,2024-03-01,2024-03-31,0.43601669263602394,-0.0009484854708906967,-0.4802717194611311,0.14353342595538493,0.10415913879318718,0.07687761896034842,642,1.0
cell_02_06,2024-03-01,2024-03-31,0.18232484023054712,0.07612300074699548,-0.2858559892165485,0.12703204667396387,0.0780208452880716,0.10528153482884818,632,1.0
cell_02_07,2024-03-01,2024-03-31,0.11858217822149829,0.06530974261064507,-0.24650014418581476,0.09773384728922416,0.06900074661305548,0.08474339218216353,639,1.0
cell_02_08,2024-03-01,2024-03-31,0.2328691013168796,0.028080688267909958,-0.30441305901475785,0.16948638700230217,0.07654746872250405,0.13822437248971106,636,1.0
cell_02_09,2024-03-01,2024-03-31,0.1993600901990455,0.005402369668785387,-0.24465175110182122,0.14915140340971086,0.06906080995164601,0.1253433423063098,636,1.0
cell_02_10,2024-03-01,2024-03-31,0.29358266540959216,-0.017726214509843935,-0.33144590766942444,0.20293964427926797,0.09440027697273289,0.16294080981315323,639,1.0
cell_02_11,2024-03-01,2024-03-31,0.618869360218507,-0.12985929807854343,-0.5969514899028739,0.14181623691256168,0.0846999667374449,0.10343526012609712,634,1.0
cell_02_12,2024-03-01,2024-03-31,0.3855488311996417,-0.05978154579432591,-0.40898154137381915,0.2566632824184775,0.10837710160039908,0.20107757320767636,641,1.0
cell_02_13,2024-03-01,2024-03-31,0.18090131658180922,0.014226775247891144,-0.2402175185608916,0.14861545197149958,0.06414058165095131,0.13097016743300227,631,1.0
cell_02_14,2024-03-01,2024-03-31,0.33509917011353674,-0.02955063996290544,-0.379685775204882,0.19652799262207518,0.09985305355737872,0.16499224124234602,644,1.0
cell_02_15,2024-03-01,2024-03-31,0.2761797644232619,-0.001877817048164834,-0.33740453584588415,0.1448523277824843,0.0764277655252614,0.12169839310493863,628,1.0
cell_02_16,2024-03-01,2024-03-31,0.2328791051656482,0.03112782097648626,-0.3046385894706671,0.15514649561168709,0.058367354670309596,0.13876007307126775,647,1.0
cell_02_17,2024-03-01,2024-03-31,0.10516871067808296,0.042987473264621254,-0.1664759080916961,0.08903870864221554,0.0481562774914515,0.07962777402879884,625,1.0
cell_02_18,2024-03-01,2024-03-31,0.29669856652941995,-0.04138367453350772,-0.3361756837479988,0.1753669229486805,0.10810418617228885,0.13582411576210354,649,1.0
cell_02_19,2024-03-01,2024-03-31,0.19933503117547796,-0.040541884608295796,-0.22681133275216486,0.1960871289317593,0.11042973572766587,0.1871844934427413,624,0.9984
cell_03_00,2024-03-01,2024-03-31,0.4139515037679019,-0.04939217144315973,-0.42809276881019476,0.18192994206995936,0.08518307976168132,0.14373815280017727,650,1.0
cell_03_01,2024-03-01,2024-03-31,0.5248251900862538,-0.05675438411603308,-0.5080685658067935,0.14016975443073548,0.08804522744199385,0.09533086702112574,624,0.9984
cell_03_02,2024-03-01,2024-03-31,0.32077830449569034,0.024025813781660764,-0.3645081736771093,0.18841636461414352,0.06921568277204627,0.1511054013150755,648,1.0
cell_03_03,2024-03-01,2024-03-31,0.08470525711986454,0.06123373263760884,-0.14521752791786643,0.05014417243682719,0.03697759451029819,0.04621366523997224,627,1.0
cell_03_04,2024-03-01,2024-03-31,0.27076362605980925,0.03316803945543652,-0.3121067988385138,0.1678200972261119,0.0812443726196538,0.1526937266410032,644,1.0
cell_03_05,2024-03-01,2024-03-31,0.48902534871200365,-0.027741715212489925,-0.5155771486083153,0.14782074617893082,0.1229074916646928,0.07306832509194272,630,1.0
cell_03_06,2024-03-01,2024-03-31,0.2679059432009216,0.012883892167951888,-0.31170509060552376,0.19433959739478374,0.10486860021034988,0.14938461517217683,642,1.0
cell_03_07,2024-03-01,2024-03-31,0.22923602571014906,0.039199675915729086,-0.30312060727249857,0.16238337093888622,0.08410327271475697,0.12179251465689306,633,1.0
cell_03_08,2024-03-01,2024-03-31,0.3435045414026341,0.0024457469489250496,-0.3839373520673973,0.1828980047919948,0.09954296474548,0.1362546169029339,639,1.0
cell_03_09,2024-03-01,2024-03-31,0.2745650153215411,-0.007624658732852086,-0.3116707509013108,0.14726158497820926,0.076107126594534,0.12273950187010532,636,1.0
cell_03_10,2024-03-01,2024-03-31,0.28139167757365713,-0.013685138062494927,-0.3322724697837172,0.17151236366762154,0.09058608844124151,0.13375380571166176,636,1.0
cell_03_11,2024-03-01,2024-03-31,0.3161487132671706,-0.032191526136019666,-0.34304422863555883,0.24203180061938886,0.11136071437668306,0.1921948044335047,638,1.0
cell_03_12,2024-03-01,2024-03-31,0.24485348794948966,-0.039576627816670124,-0.28939226249304717,0.20728541802616307,0.08512548318484271,0.17425340298135844,634,1.0
cell_03_13,2024-03-01,2024-03-31,0.2005537899357499,0.013253840433192722,-0.27568083783843633,0.14066524848676454,0.042329141485810746,0.12868474902011537,641,1.0
cell_03_14,2024-03-01,2024-03-31,0.343905760252483,0.03268237709199603,-0.4070913374400605,0.10252245275559933,0.050616139071658184,0.09046298474292717,630,1.0
cell_03_15,2024-03-01,2024-03-31,0.1759023536993028,0.030633699371272787,-0.265589251003683,0.09901909794943828,0.034942843987372275,0.08878285905898428,644,1.0
cell_03_16,2024-03-01,2024-03-31,0.2693210302945626,0.03754095711831882,-0.3467052237162374,0.13611584551784986,0.0532102051493109,0.1268988707499133,628,1.0
cell_03_17,2024-03-01,2024-03-31,0.26900854657998324,-0.015147665458840371,-0.31197174219804386,0.1940468072918484,0.10049282580506717,0.1636939595470449,647,1.0
cell_03_18,2024-03-01,2024-03-31,0.4227651790860393,-0.13985900280611194,-0.41823715018621954,0.22137927244320785,0.14153043693298312,0.19447764326624367,625,1.0
cell_03_19,2024-03-01,2024-03-31,0.25050501796076563,-0.044171068878145585,-0.28454280137324856,0.21342360069734434,0.1472273789807403,0.19671627644439135,649,1.0
cell_04_00,2024-03-01,2024-03-31,0.5250288682260718,-0.08651372613138406,-0.5018287224395851,0.15536978842500718,0.08099915373604893,0.1093358777185898,627,1.0
cell_04_01,2024-03-01,2024-03-31,0.23703666999647638,-0.013634717740279382,-0.26221258696435074,0.23792637617663773,0.10118079108781482,0.18295463865160608,648,1.0
cell_04_02,2024-03-01,2024-03-31,0.2596312164124294,0.0035254163455852162,-0.3167283843030404,0.21517681556798124,0.10239209580507323,0.14892699473197477,625,1.0
cell_04_03,2024-03-01,2024-03-31,0.24925905935753515,0.0016924091643593638,-0.2848680223414611,0.20320573607637657,0.08460670708485894,0.1551682942798104,648,1.0
cell_04_04,2024-03-01,2024-03-31,0.3486414141311618,-0.022877591549395976,-0.3737627215307852,0.20549199584168457,0.09558522321784155,0.1664972644687263,626,1.0
cell_04_05,2024-03-01,2024-03-31,0.37407309799060595,-0.025093165088897695,-0.40156178216408867,0.19509873910912032,0.09740645937700398,0.15967547917689243,646,1.0
cell_04_06,2024-03-01,2024-03-31,0.19663658638105314,0.018950143684835382,-0.24245866396216884,0.1243842179225926,0.06777165722198455,0.10611476819566737,628,1.0
cell_04_07,2024-03-01,2024-03-31,0.2267745166041497,0.015342094707832793,-0.28833340097524496,0.1904757475514067,0.09201319597887371,0.15358660320952094,643,1.0
cell_04_08,2024-03-01,2024-03-31,0.31317010118988786,-0.00494919348810062,-0.3442465235350322,0.1945479018377659,0.09284783069942568,0.15711802742619957,632,1.0
cell_04_09,2024-03-01,2024-03-31,0.23025904984695633,0.048367543708848576,-0.31155194753416543,0.10831423975784808,0.05477321879163244,0.09853775261010665,640,1.0
cell_04_10,2024-03-01,2024-03-31,0.21147683890179675,0.06488492347140548,-0.31191027625831474,0.11931660554854484,0.06394893128252993,0.09495014421956825,634,1.0
cell_04_11,2024-03-01,2024-03-31,0.15819169071566036,0.029416518908008844,-0.21498238085436153,0.14032589106079782,0.06608261161691374,0.12717710283896996,637,1.0
cell_04_12,2024-03-01,2024-03-31,0.15210056969437177,-0.01905309957560027,-0.20189024181969634,0.1975688197894758,0.0698269374342109,0.17585857055556267,637,1.0
cell_04_13,2024-03-01,2024-03-31,0.21354314013453365,-0.01938234157577531,-0.26310227240284056,0.18935139128525172,0.04786859988825092,0.1768744423126049,635,1.0
cell_04_14,2024-03-01,2024-03-31,0.33085290979596355,-0.02092546958778738,-0.38432775765903016,0.13303066455506343,0.06618449545452887,0.12653888187356566,640,1.0
cell_04_15,2024-03-01,2024-03-31,0.27967729841689065,0.03726435132599306,-0.3588237940301376,0.15052573440914047,0.06420864556896566,0.1283317948128211,632,1.0
cell_04_16,2024-03-01,2024-03-31,0.3953383480741193,-0.01289720092544669,-0.4441373213790658,0.10534611849296308,0.06895901884225786,0.07804946419331944,643,1.0
cell_04_17,2024-03-01,2024-03-31,0.35094417617581997,-0.06843039820296636,-0.3719297621503984,0.18980387811302413,0.11431178004910514,0.16230079870520484,629,1.0
cell_04_18,2024-03-01,2024-03-31,0.3273607078528891,-0.1943244919332323,-0.32847289082275544,0.3004893824102282,0.15757272079931264,0.27059865652512627,646,1.0
cell_04_19,2024-03-01,2024-03-31,0.5803307321515695,-0.24453914853061717,-0.5665592344165631,0.23363924418898804,0.18366786634223828,0.1838509001256865,626,1.0
cell_05_00,2024-03-01,2024-03-31,0.4507279122937886,-0.09391205877588596,-0.43916543568403893,0.19050256364581936,0.0747126969584348,0.14657912243022903,644,1.0
cell_05_01,2024-03-01,2024-03-31,0.16775685659966777,0.0036885690857689415,-0.21038207178760818,0.17637015009451468,0.08388622960329753,0.1395174791772848,626,1.0
cell_05_02,2024-03-01,2024-03-31,0.2973943353373174,-0.03931462359114514,-0.3221632340991504,0.20998384072390408,0.09872539995493354,0.16282072362466593,647,1.0
cell_05_03,2024-03-01,2024-03-31,0.5367098646173916,-0.09256626873660898,-0.5124215634758987,0.14266548909510054,0.1119898587459553,0.08620584078460346,624,0.9984
cell_05_04,2024-03-01,2024-03-31,0.4837509951977053,-0.05625848106078854,-0.4923155875860881,0.1651193393074168,0.11597665985462725,0.11228345816251312,650,1.0
cell_05_05,2024-03-01,2024-03-31,0.19757669851566534,0.02960389235364885,-0.25669168400245657,0.12033612144598815,0.0676911730389171,0.1023533679536589,625,1.0
cell_05_06,2024-03-01,2024-03-31,0.27918005048188194,-0.009944477243872965,-0.3078500439889559,0.18177113290661073,0.10419353555293462,0.1459500580620607,647,1.0
cell_05_07,2024-03-01,2024-03-31,0.2840514718149164,-0.016050071654046164,-0.3353574816648991,0.18892267483235028,0.08409999349574605,0.15107181024914734,628,1.0
cell_05_08,2024-03-01,2024-03-31,0.27941774263100905,-0.0010437609665387227,-0.31576868133839603,0.1862648581907693,0.0785463860160377,0.15709087964261748,643,1.0
cell_05_09,2024-03-01,2024-03-31,0.37559006962035923,0.01101048916330318,-0.4353249947621699,0.15422892901811625,0.0931865619483902,0.10737077862351004,631,1.0
cell_05_10,2024-03-01,2024-03-31,0.14678340713033317,0.06932401131251888,-0.2397903873503794,0.09468998207290177,0.044254070658041024,0.09972520939529037,640,1.0
cell_05_11,2024-03-01,2024-03-31,0.24055908993597114,0.004835288776803041,-0.30232289167171983,0.1678894853115774,0.0756908405348455,0.14504222494915625,634,1.0
cell_05_12,2024-03-01,2024-03-31,0.25475608232514857,0.04373084576136762,-0.34677815889765384,0.1266934515501735,0.061875762470536694,0.09496761557724248,637,1.0
cell_05_13,2024-03-01,2024-03-31,0.28528592774157147,0.06119594338785937,-0.36547797450783237,0.12890217756046407,0.07293936420535492,0.10198181050829123,637,1.0
cell_05_14,2024-03-01,2024-03-31,0.2529258939128407,0.06226739074463901,-0.33357839632870134,0.12699088689372934,0.08258821572195205,0.11125045334283154,634,1.0
cell_05_15,2024-03-01,2024-03-31,0.2914621472281216,0.02005206257564716,-0.36037590435990974,0.17053351589878182,0.09979405486594081,0.12836525932259077,640,1.0
cell_05_16,2024-03-01,2024-03-31,0.4233625472978329,-0.05735741952226978,-0.444852531952123,0.1330347552610861,0.07249641783215038,0.10948855703267875,631,1.0
cell_05_17,2024-03-01,2024-03-31,0.22315570469545362,-0.05957239301067453,-0.23420574004209943,0.2546898300161076,0.12637773193562488,0.23396077160497236,643,1.0
cell_05_18,2024-03-01,2024-03-31,0.4891495248718589,-0.135249238156759,-0.4868705608533947,0.18994237759856983,0.13656018871907244,0.15748754687954458,629,1.0
cell_05_19,2024-03-01,2024-03-31,0.5158028191370694,-0.1750375123257398,-0.5235860931887513,0.19815628197934748,0.15829256309566095,0.15737011794409309,646,1.0
cell_06_00,2024-03-01,2024-03-31,0.31128462143002583,-0.045258465153639536,-0.3369370212027377,0.17063847713213479,0.08479546199311813,0.1388249007055818,632,1.0
cell_06_01,2024-03-01,2024-03-31,0.19217145641857505,0.007707566810952926,-0.2474628955171687,0.13833923571538254,0.06771891871632428,0.11520100069479865,643,1.0
cell_06_02,2024-03-01,2024-03-31,0.33173154184464526,-0.043762037139082686,-0.3595092362772225,0.1612158174605777,0.0642125404332146,0.1333148622610563,629,1.0
cell_06_03,2024-03-01,2024-03-31,0.4587026177797102,-0.11707010752004562,-0.4484463847744067,0.1885074950231395,0.1029671482918086,0.1352175090355053,646,1.0
cell_06_04,2024-03-01,2024-03-31,0.3082525154594385,-0.02892231782647019,-0.33469759385181663,0.17046182363029988,0.07685451003798667,0.1359616587954893,625,1.0
cell_06_05,2024-03-01,2024-03-31,0.1952042749595185,0.026421452734802366,-0.24086730725680713,0.11315054176189647,0.06564176289714607,0.09775012658411919,649,1.0
cell_06_06,2024-03-01,2024-03-31,0.17005471587898333,0.031108939315599403,-0.23086323912365384,0.09876555231993132,0.05746618848159183,0.08550235533910501,625,1.0
cell_06_07,2024-03-01,2024-03-31,0.24588229027616834,0.015662781446299193,-0.3008835888213917,0.15639760859074378,0.06876677720593036,0.13627159252326237,647,1.0
cell_06_08,2024-03-01,2024-03-31,0.4331308094420562,-0.06302081257680885,-0.4510255834591264,0.18119731727724137,0.07913636770101976,0.1428041364956258,628,1.0
cell_06_09,2024-03-01,2024-03-31,0.5537387664099948,-0.10865155489086847,-0.5403028159025222,0.17187467015094163,0.11310234386128415,0.11963633950221128,643,1.0
cell_06_10,2024-03-01,2024-03-31,0.3174578462957212,-0.02107008833179934,-0.35893694759218137,0.16724909021377077,0.08285628701098062,0.13930466131035257,631,1.0
cell_06_11,2024-03-01,2024-03-31,0.2849796487996169,0.003962266298417292,-0.34261597136848865,0.18270284343222631,0.09020186133326055,0.14232090462602695,641,1.0
cell_06_12,2024-03-01,2024-03-31,0.25903682704063347,0.026895527331074517,-0.325408860254023,0.17400819673423662,0.08032382279997696,0.13688876111038414,633,1.0
cell_06_13,2024-03-01,2024-03-31,0.21564811206206094,0.03792093152819932,-0.2852117421720141,0.15888838283241827,0.08149127682502709,0.12847345573009478,638,1.0
cell_06_14,2024-03-01,2024-03-31,0.30419966952466754,-0.032598674673831596,-0.34859215226300977,0.15605506916827952,0.09154357542289254,0.12203338559802115,637,1.0
cell_06_15,2024-03-01,2024-03-31,0.3791838891736591,-0.08489827292713903,-0.40318584596803175,0.14076377443754118,0.09497099146730807,0.1070447809233978,635,1.0
cell_06_16,2024-03-01,2024-03-31,0.2009643023626274,-0.06688523387814387,-0.21232508855162985,0.22950515036889202,0.10557446334682957,0.22265404829781957,640,1.0
cell_06_17,2024-03-01,2024-03-31,0.4114304986540354,-0.06112432694392259,-0.411400265379466,0.2056955026447327,0.10594820335987734,0.17935348242180219,632,1.0
cell_06_18,2024-03-01,2024-03-31,0.4586504105898309,-0.06305761034420199,-0.4616039773980148,0.1476536423017932,0.08626472312925662,0.10577036356748294,643,1.0
cell_06_19,2024-03-01,2024-03-31,0.418285181546687,-0.07984534013763762,-0.4410314729651431,0.18775226038586904,0.11701466240477264,0.1429229509663553,629,1.0
cell_07_00,2024-03-01,2024-03-31,0.35035208861512057,-0.06959302320371874,-0.36752075322095346,0.1705663249559619,0.06941310762757624,0.13698589525842558,639,1.0
cell_07_01,2024-03-01,2024-03-31,0.19856009400130342,0.007417097058252366,-0.24993393936836744,0.1345274871705698,0.064664541667497,0.11234704953686028,631,1.0
cell_07_02,2024-03-01,2024-03-31,0.16436289468695653,0.01875750234488332,-0.21711887844329933,0.16438770920320664,0.07366834247395936,0.1380753553165304,642,1.0
cell_07_03,2024-03-01,2024-03-31,0.20348571457825393,0.003156635096569737,-0.25429601261981216,0.15701646637107483,0.07442945320931399,0.13079904423319366,628,1.0
cell_07_04,2024-03-01,2024-03-31,0.25352774586490673,-0.0029662815534129143,-0.28489996800474043,0.14892726177465943,0.07135153777318157,0.12024475965784136,646,1.0
cell_07_05,2024-03-01,2024-03-31,0.18080970613800046,0.04544807959586398,-0.2306305617907121,0.10545750057094776,0.06726663621969807,0.0898593445915817,626,1.0
cell_07_06,2024-03-01,2024-03-31,0.2063046241165021,0.0179760947203099,-0.2534618045083377,0.13348646727312202,0.06701689063732544,0.11266955149524277,649,1.0
cell_07_07,2024-03-01,2024-03-31,0.28029899324646473,-0.032449168441593325,-0.31551058374884267,0.15519974584068263,0.07417413727383908,0.1257346917279504,625,1.0
cell_07_08,2024-03-01,2024-03-31,0.3533881410754607,-0.05461651541483013,-0.37708897795898577,0.14871804615817055,0.0643501949011132,0.11791776076687317,648,1.0
cell_07_09,2024-03-01,2024-03-31,0.2565534217324377,-0.021512814983967357,-0.29643013257263406,0.15456259949551363,0.06670018279746216,0.1289894785832678,627,1.0
cell_07_10,2024-03-01,2024-03-31,0.16922212992448796,0.0008009730222528809,-0.21426268069851234,0.165762330520795,0.07741471501622933,0.14332344140754613,644,1.0
cell_07_11,2024-03-01,2024-03-31,0.18440619944844971,0.024788027240766983,-0.24639515758908587,0.1280202839874868,0.0610637062505122,0.10634095640121487,630,1.0
cell_07_12,2024-03-01,2024-03-31,0.1787521834809036,0.03483273860262995,-0.23944126718136896,0.11963456596757928,0.05318075161698363,0.10064892896072838,641,1.0
cell_07_13,2024-03-01,2024-03-31,0.34719669784361956,-0.060220282175025945,-0.3742621347954833,0.23382246143556334,0.12613727359739546,0.1697265549492278,634,1.0
cell_07_14,2024-03-01,2024-03-31,0.4921493746500935,-0.16479814964547443,-0.46967707273258946,0.2056360525419446,0.11454534583636014,0.14986529212191874,638,1.0
cell_07_15,2024-03-01,2024-03-31,0.25519522414802104,-0.10466774436761314,-0.27080191148196364,0.2177190768576783,0.1230085072780938,0.2003864444811786,637,1.0
cell_07_16,2024-03-01,2024-03-31,0.23053467577520628,-0.038626882382627875,-0.25491545083726264,0.21865146714424225,0.10530811135033001,0.20915069046058576,635,1.0
cell_07_17,2024-03-01,2024-03-31,0.49669237754055723,-0.1306053116674128,-0.4963575521855644,0.14021633325727664,0.11677255474414364,0.10867048954437188,640,1.0
cell_07_18,2024-03-01,2024-03-31,0.4332023545655522,-0.10866172764900632,-0.4421605021831712,0.15378268011490603,0.10884737624321487,0.11522653374902146,632,1.0
cell_07_19,2024-03-01,2024-03-31,0.2601230069551101,0.007885500787222097,-0.3087843061145473,0.15174388280295567,0.08136618424833163,0.12384735264543766,643,1.0
cell_08_00,2024-03-01,2024-03-31,0.285061470070578,-0.03673409123320288,-0.3257376502881837,0.13713171463997417,0.06193039656503984,0.11405472536194165,636,1.0
cell_08_01,2024-03-01,2024-03-31,0.23888948918094813,-0.018587978549570776,-0.2825698411767194,0.13476377444193938,0.061667685747410245,0.11413339623704469,639,1.0
cell_08_02,2024-03-01,2024-03-31,0.1371072754713296,0.019422913730890137,-0.19209972680124393,0.12071061022447689,0.05437318821921201,0.10523199123326621,634,1.0
cell_08_03,2024-03-01,2024-03-31,0.15745050288353574,0.02486069188170318,-0.2078632379818667,0.1338867012951337,0.06713114422835245,0.11480544940479698,640,1.0
cell_08_04,2024-03-01,2024-03-31,0.16500072494454296,0.04627537459469657,-0.22298175019544964,0.10275943898097631,0.06091388558692516,0.08853635840164631,630,1.0
cell_08_05,2024-03-01,2024-03-31,0.15944690411287502,0.05455905124771398,-0.2103906201958944,0.08837291545272359,0.053354310181326484,0.07554069347998855,644,1.0
cell_08_06,2024-03-01,2024-03-31,0.2027566467471741,0.008483812828828,-0.25425395063623285,0.12678000872999817,0.06060174534436017,0.10459578354089036,627,1.0
